0.08607		1.45063623513		0.0728602336883
0.10662		1.61146706332		0.444541575366
0.12718		1.79099826563		0.951487147533
0.14773		1.99379235348		1.55089008058
0.16829		2.22500339357		2.23264117958
0.18884		2.49077328111		2.99722954926
0.2094		2.79862873803		3.85074045115
0.22995		3.15796421297		4.80325587867
0.25051		3.58064912246		5.86895110677
0.27106		4.08184990981		7.06579484977
0.29162		4.68112296342		8.41684324246
0.31217		5.4038120996		9.95153844796
0.33273		6.28333897882		11.7068969768
0.35328		7.36353026568		13.7301031161
0.37384		8.70182926489		16.0816828356
0.39439		10.3731122499		18.8394792334
0.41495		12.4724684374		22.1033824141
0.4355		15.1144148095		26.0003340246
0.45606		18.4197114074		30.6879862016
0.47661		22.4737494313		36.3509559745
0.49717		27.2276750174		43.1792528116
0.51772		32.3208492745		51.3108015531
0.53828		36.8794759123		60.718614404
0.55883		39.5127435594		71.043716306
0.57939		38.6781972495		81.2852495342
0.59994		32.4619528703		85.4480360657
0.6205		45.5385760585		93.4704282538
0.64105		34.5263657707		109.823847995
0.66161		27.91810835		117.752301635
0.68216		22.9081274047		123.866843863
0.70272		18.9656140921		128.830008289
0.72327		15.8512374211		132.923896104
0.74383		13.3836512976		136.340635204
0.76438		11.417272972		139.223860393
0.78494		9.83781404074		141.683373402
0.80549		8.55762320527		143.803737349
0.82605		7.51012038538		145.650029496
0.8466		6.64492475486		147.2734491
0.86716		5.92375948596		148.713102534
0.88771		5.31777183091		150.00091068
0.90827		4.80458081746		151.163095386
0.92882		4.36686776516		152.221205502
0.94938		3.99115275343		153.192951026
0.96993		3.66698904179		154.093908614
0.99049		3.38693631908		154.944838075
1.01104		3.14152277255		155.779282136
1.0316		2.92386107372		156.592175725
1.05215		2.72953713116		157.384644179
1.07271		2.55506866908		158.158109094
1.09326		2.39767798817		158.913886259
1.11382		2.25510446128		159.653289665
1.13437		2.12548436184		160.377929561
1.15493		2.00725528886		161.089315371
1.17548		1.89909828527		161.789053977
1.19604		1.7998923588		162.478951938
1.21659		1.70867390874		163.16071401
1.23715		1.62460530526		163.836344889
1.2577		1.54695955841		164.507747943
1.27826		1.47509856654		165.17702662
1.29881		1.40845668738		165.846383352
1.31937		1.34653149737		166.518220726
1.33992		1.28887534824		167.195040533
1.36048		1.23508032989		167.879344751
1.38103		1.18477983814		168.573834718
1.40159		1.13763473823		169.281511973
1.42214		1.0933358608		170.00537753
1.4427		1.05159131712		170.748332604
1.46325		1.01213195387		171.513677975
1.48381		0.974697766338		172.304614613
1.50436		0.939044303301		173.124443124
1.52492		0.904933200327		173.976264295
1.54547		0.872138533147		174.8631786
1.56603		0.84043741577		175.788086685
1.58658		0.809616310674		176.753488922
1.60714		0.77946773186		177.761285848
1.62769		0.749795507728		178.813077759
1.64825		0.720413542458		179.909465102
1.6688		0.691153062833		181.049848116
1.68936		0.661866455239		182.232827178
1.70991		0.632433473312		183.455202479
1.73047		0.602767118719		184.71247434
1.75102		0.572817805396		185.998342916
1.77158		0.542582288649		187.304408482
1.79213		0.512102764852		188.620771163
1.81269		0.481474813479		189.935931196
1.83324		0.45083438059		191.236388684
1.8538		0.420355661847		192.507643833
1.87435		0.390247147039		193.734296726
1.89491		0.360733395058		194.900847543
1.91546		0.332040989502		195.991296352
1.93602		0.304387392026		196.990243311
1.95657		0.277967898255		197.883288476
1.97713		0.252949547618		198.657231986
1.99768		0.229471172686		199.300573887
2.01824		0.20769476184		199.805714302
2.03879		0.187485034944		200.19615327
2.05935		0.168786337176		200.438390899
2.0799		0.151617611953		200.525427221
2.10046		0.135936336159		200.451062335
2.12101		0.121678852441		200.208996264
2.14157		0.108767406721		199.792529097
2.16212		0.0971131868745		199.194960855
2.18268		0.0866263849208		198.408091618
2.20323		0.0772141925728		197.421921401
2.22379		0.0687908650724		196.224050276
2.24434		0.0612726908477		194.799178257
2.2649		0.0545830198199		193.12940541
2.28545		0.0486532756735		191.193531743
2.30601		0.0434249631899		188.967257318
2.32656		0.0388456421036		186.423282142
2.34712		0.0348719435073		183.533406269
2.36767		0.0314705794497		180.270929705
2.38823		0.0286153163966		176.6150525
2.40878		0.0262889915694		172.557074659
2.42934		0.0244825019865		168.108096228
2.44989		0.0231948057556		163.307217208
2.47045		0.0224359406157		158.227937644
2.491		0.0222189673915		152.980257535
2.51156		0.0225700393069		147.702776923
2.53211		0.0235213525929		142.548395806
2.55267		0.025110137195		137.664914221
2.57322		0.0273867147531		133.177032169
2.59378		0.0304014038949		129.175449682
2.61433		0.0342125785954		125.71496676
2.63489		0.0388806234206		122.818683434
2.65544		0.0444649145921		120.484999703
2.676		0.0510187827826		118.696515596
2.69655		0.0585854884272		117.426231111
2.71711		0.0671891568455		116.642146275
2.73766		0.0768277344134		116.310361085
2.75822		0.0874629172951		116.396475568
2.77877		0.0990110959038		116.86628972
2.79933		0.111337311735		117.685003566
2.81988		0.124249224564		118.817617102
2.84044		0.137498117028		120.22803035
2.86099		0.150787966154		121.878943308
2.88155		0.163791548589		123.731855997
2.9021		0.176165552129		125.747368412
2.92266		0.187584800198		127.886080575
2.94321		0.197760381277		130.109092481
2.96377		0.206468834399		132.379704149
2.98432		0.213560208352		134.663915576
3.00488		0.21896610153		136.931626778
3.02543		0.222698660031		139.157037753
3.04599		0.224835461617		141.319048517
3.06654		0.225507441174		143.401159065
3.0871		0.224877736524		145.391469415
3.10765		0.223129616159		147.281879561
3.12821		0.220448347927		149.06808952
3.14876		0.217012148481		150.748199287
3.16932		0.212986134578		152.323008876
3.18987		0.208517299659		153.794818283
